rxn,Ea
[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])=[C:3]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17])([H:6])([H:7])[H:8].[C:18]([C:19]([C:20]([H:30])([H:31])[H:32])[c:21]1[c:22]([H:33])[c:23]([H:34])[c:24]([H:35])[c:25]([H:36])[c:26]1[H:37])([H:27])([H:28])[H:29]>>[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17])[C:19]([C:18]([H:27])([H:28])[H:29])([C:20]([H:30])([H:31])[H:32])[c:21]1[c:22]([H:33])[c:23]([H:34])[c:24]([H:35])[c:25]([H:36])[c:26]1[H:37])([H:6])([H:7])[H:8],42.1329
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6]([C:7]([C:8]([H:15])([H:16])[H:17])=[C:9]([C:10]([H:18])([H:19])[H:20])[C:11]([H:21])([H:22])[H:23])([H:12])([H:13])[H:14]>>[C:0](#[C:1][C:2]([H:4])([H:5])[C:7]([C:6]([H:12])([H:13])[H:14])([C:8]([H:15])([H:16])[H:17])[C:9]([C:10]([H:18])([H:19])[H:20])[C:11]([H:21])([H:22])[H:23])[H:3],46.275
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[H:5])[H:4].[C:9]([C:10]([C:11]([H:18])([H:19])[H:20])=[C:12]([C:13]([H:21])([H:22])[H:23])[C:14]([H:24])([H:25])[H:26])([H:15])([H:16])[H:17]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([H:5])[C:10]([C:9]([H:15])([H:16])[H:17])([C:11]([H:18])([H:19])[H:20])[C:12]([C:13]([H:21])([H:22])[H:23])[C:14]([H:24])([H:25])[H:26])[H:4],44.3504
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[C:4]([H:9])([H:10])[H:11])[H:5].[C:12]([C:13]([C:14]([H:21])([H:22])[H:23])=[C:15]([C:16]([H:24])([H:25])[H:26])[C:17]([H:27])([H:28])[H:29])([H:18])([H:19])[H:20]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([C:4]([H:9])([H:10])[H:11])[C:13]([C:12]([H:18])([H:19])[H:20])([C:14]([H:21])([H:22])[H:23])[C:15]([C:16]([H:24])([H:25])[H:26])[C:17]([H:27])([H:28])[H:29])[H:5],41.4634
[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])=[C:3]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17])([H:6])([H:7])[H:8].[C:18](=[C:19]([H:21])[H:22])[H:20]>>[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17])[C:18](=[C:19]([H:21])[H:22])[H:20])([H:6])([H:7])[H:8],14.6858
[C:0](=[C:1][C:2]([H:5])([H:6])[H:7])([H:3])[H:4].[C:8]([C:9]([C:10]([H:17])([H:18])[H:19])=[C:11]([C:12]([H:20])([H:21])[H:22])[C:13]([H:23])([H:24])[H:25])([H:14])([H:15])[H:16]>>[C:0](=[C:1]([C:2]([H:5])([H:6])[H:7])[C:9]([C:8]([H:14])([H:15])[H:16])([C:10]([H:17])([H:18])[H:19])[C:11]([C:12]([H:20])([H:21])[H:22])[C:13]([H:23])([H:24])[H:25])([H:3])[H:4],13.8072
[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])=[C:3]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17])([H:6])([H:7])[H:8].[c:18]1[c:19]([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]1[H:28]>>[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17])[c:18]1[c:19]([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]1[H:28])([H:6])([H:7])[H:8],4.72792
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([H:17])([H:18])[H:19]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])[H:9])[H:8])([H:6])[H:7],20.6271
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([H:17])([H:18])[H:19]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:16]([H:17])([H:18])[H:19])[H:8])([H:6])[H:7],26.6521
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([H:20])([H:21])[H:22])([H:18])[H:19]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:16]([C:17]([H:20])([H:21])[H:22])([H:18])[H:19])[H:9])[H:8])([H:6])[H:7],18.2422
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([H:20])([H:21])[H:22])([H:18])[H:19]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:16]([C:17]([H:20])([H:21])[H:22])([H:18])[H:19])[H:8])([H:6])[H:7],24.2672
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([C:18]([H:23])([H:24])[H:25])[H:22])([H:19])([H:20])[H:21]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:17]([C:16]([H:19])([H:20])[H:21])([C:18]([H:23])([H:24])[H:25])[H:22])[H:9])[H:8])([H:6])[H:7],13.2633
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([C:18]([H:23])([H:24])[H:25])[H:22])([H:19])([H:20])[H:21]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:17]([C:16]([H:19])([H:20])[H:21])([C:18]([H:23])([H:24])[H:25])[H:22])[H:8])([H:6])[H:7],19.2464
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([C:18]([H:23])([H:24])[H:25])[C:19]([H:26])([H:27])[H:28])([H:20])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:17]([C:16]([H:20])([H:21])[H:22])([C:18]([H:23])([H:24])[H:25])[C:19]([H:26])([H:27])[H:28])[H:9])[H:8])([H:6])[H:7],7.322
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([C:18]([H:23])([H:24])[H:25])[C:19]([H:26])([H:27])[H:28])([H:20])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:17]([C:16]([H:20])([H:21])[H:22])([C:18]([H:23])([H:24])[H:25])[C:19]([H:26])([H:27])[H:28])[H:8])([H:6])[H:7],13.347
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17](=[C:18]([H:22])[H:23])[H:21])([H:19])[H:20]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:16]([C:17](=[C:18]([H:22])[H:23])[H:21])([H:19])[H:20])[H:9])[H:8])([H:6])[H:7],46.9445
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17](=[C:18]([H:22])[H:23])[H:21])([H:19])[H:20]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:16]([C:17](=[C:18]([H:22])[H:23])[H:21])([H:19])[H:20])[H:8])([H:6])[H:7],52.9694
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19]([H:24])([H:25])[H:26])[H:23])[H:22])([H:20])[H:21]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:18]([C:17](=[C:16]([H:20])[H:21])[H:22])([C:19]([H:24])([H:25])[H:26])[H:23])[H:9])[H:8])([H:6])[H:7],45.9403
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19]([H:24])([H:25])[H:26])[H:23])[H:22])([H:20])[H:21]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:18]([C:17](=[C:16]([H:20])[H:21])[H:22])([C:19]([H:24])([H:25])[H:26])[H:23])[H:8])([H:6])[H:7],51.9653
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19]([H:24])([H:25])[H:26])[C:20]([H:27])([H:28])[H:29])[H:23])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:18]([C:17](=[C:16]([H:21])[H:22])[H:23])([C:19]([H:24])([H:25])[H:26])[C:20]([H:27])([H:28])[H:29])[H:9])[H:8])([H:6])[H:7],41.8818
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19]([H:24])([H:25])[H:26])[C:20]([H:27])([H:28])[H:29])[H:23])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:18]([C:17](=[C:16]([H:21])[H:22])[H:23])([C:19]([H:24])([H:25])[H:26])[C:20]([H:27])([H:28])[H:29])[H:8])([H:6])[H:7],47.865
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19](=[C:20]([H:26])[H:27])[H:25])[H:24])[H:23])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:18]([C:17](=[C:16]([H:21])[H:22])[H:23])([C:19](=[C:20]([H:26])[H:27])[H:25])[H:24])[H:9])[H:8])([H:6])[H:7],65.9817
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19](=[C:20]([H:26])[H:27])[H:25])[H:24])[H:23])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:18]([C:17](=[C:16]([H:21])[H:22])[H:23])([C:19](=[C:20]([H:26])[H:27])[H:25])[H:24])[H:8])([H:6])[H:7],71.9648
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19]([H:25])([H:26])[H:27])[C:20](=[C:21]([H:29])[H:30])[H:28])[H:24])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:18]([C:17](=[C:16]([H:22])[H:23])[H:24])([C:19]([H:25])([H:26])[H:27])[C:20](=[C:21]([H:29])[H:30])[H:28])[H:9])[H:8])([H:6])[H:7],65.2286
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([C:18]([C:19]([H:25])([H:26])[H:27])[C:20](=[C:21]([H:29])[H:30])[H:28])[H:24])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:18]([C:17](=[C:16]([H:22])[H:23])[H:24])([C:19]([H:25])([H:26])[H:27])[C:20](=[C:21]([H:29])[H:30])[H:28])[H:8])([H:6])[H:7],71.2117
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([c:17]1[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]([H:28])[c:22]1[H:29])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:16]([c:17]1[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]([H:28])[c:22]1[H:29])([H:23])[H:24])[H:9])[H:8])([H:6])[H:7],37.2376
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([c:17]1[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]([H:28])[c:22]1[H:29])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:16]([c:17]1[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]([H:28])[c:22]1[H:29])([H:23])[H:24])[H:8])([H:6])[H:7],43.2207
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([c:18]1[c:19]([H:28])[c:20]([H:29])[c:21]([H:30])[c:22]([H:31])[c:23]1[H:32])[H:27])([H:24])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:17]([C:16]([H:24])([H:25])[H:26])([c:18]1[c:19]([H:28])[c:20]([H:29])[c:21]([H:30])[c:22]([H:31])[c:23]1[H:32])[H:27])[H:9])[H:8])([H:6])[H:7],34.3088
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([c:18]1[c:19]([H:28])[c:20]([H:29])[c:21]([H:30])[c:22]([H:31])[c:23]1[H:32])[H:27])([H:24])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:17]([C:16]([H:24])([H:25])[H:26])([c:18]1[c:19]([H:28])[c:20]([H:29])[c:21]([H:30])[c:22]([H:31])[c:23]1[H:32])[H:27])[H:8])([H:6])[H:7],40.2919
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([C:18]([H:28])([H:29])[H:30])[c:19]1[c:20]([H:31])[c:21]([H:32])[c:22]([H:33])[c:23]([H:34])[c:24]1[H:35])([H:25])([H:26])[H:27]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:17]([C:16]([H:25])([H:26])[H:27])([C:18]([H:28])([H:29])[H:30])[c:19]1[c:20]([H:31])[c:21]([H:32])[c:22]([H:33])[c:23]([H:34])[c:24]1[H:35])[H:9])[H:8])([H:6])[H:7],32.0494
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16]([C:17]([C:18]([H:28])([H:29])[H:30])[c:19]1[c:20]([H:31])[c:21]([H:32])[c:22]([H:33])[c:23]([H:34])[c:24]1[H:35])([H:25])([H:26])[H:27]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:17]([C:16]([H:25])([H:26])[H:27])([C:18]([H:28])([H:29])[H:30])[c:19]1[c:20]([H:31])[c:21]([H:32])[c:22]([H:33])[c:23]([H:34])[c:24]1[H:35])[H:8])([H:6])[H:7],38.0744
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]([C:8](=[C:9]([C:10]([H:16])([H:17])[H:18])[C:11]([H:19])([H:20])[H:21])[H:15])[H:14])([H:12])[H:13]>>[C:0](#[C:1][C:2]([H:4])([H:5])[C:9]([C:8]([C:7](=[C:6]([H:12])[H:13])[H:14])[H:15])([C:10]([H:16])([H:17])[H:18])[C:11]([H:19])([H:20])[H:21])[H:3],36.1916
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]([C:8](=[C:9]([C:10]([H:16])([H:17])[H:18])[C:11]([H:19])([H:20])[H:21])[H:15])[H:14])([H:12])[H:13]>>[C:0](#[C:1][C:2]([H:4])([H:5])[C:8]([C:7](=[C:6]([H:12])[H:13])[H:14])([C:9]([C:10]([H:16])([H:17])[H:18])[C:11]([H:19])([H:20])[H:21])[H:15])[H:3],42.1747
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[H:5])[H:4].[C:9](=[C:10]([C:11](=[C:12]([C:13]([H:19])([H:20])[H:21])[C:14]([H:22])([H:23])[H:24])[H:18])[H:17])([H:15])[H:16]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([H:5])[C:12]([C:11]([C:10](=[C:9]([H:15])[H:16])[H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]([H:22])([H:23])[H:24])[H:4],34.267
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[H:5])[H:4].[C:9](=[C:10]([C:11](=[C:12]([C:13]([H:19])([H:20])[H:21])[C:14]([H:22])([H:23])[H:24])[H:18])[H:17])([H:15])[H:16]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([H:5])[C:11]([C:10](=[C:9]([H:15])[H:16])[H:17])([C:12]([C:13]([H:19])([H:20])[H:21])[C:14]([H:22])([H:23])[H:24])[H:18])[H:4],40.2501
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[C:4]([H:9])([H:10])[H:11])[H:5].[C:12](=[C:13]([C:14](=[C:15]([C:16]([H:22])([H:23])[H:24])[C:17]([H:25])([H:26])[H:27])[H:21])[H:20])([H:18])[H:19]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([C:4]([H:9])([H:10])[H:11])[C:15]([C:14]([C:13](=[C:12]([H:18])[H:19])[H:20])[H:21])([C:16]([H:22])([H:23])[H:24])[C:17]([H:25])([H:26])[H:27])[H:5],31.4218
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[C:4]([H:9])([H:10])[H:11])[H:5].[C:12](=[C:13]([C:14](=[C:15]([C:16]([H:22])([H:23])[H:24])[C:17]([H:25])([H:26])[H:27])[H:21])[H:20])([H:18])[H:19]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([C:4]([H:9])([H:10])[H:11])[C:14]([C:13](=[C:12]([H:18])[H:19])[H:20])([C:15]([C:16]([H:22])([H:23])[H:24])[C:17]([H:25])([H:26])[H:27])[H:21])[H:5],37.405
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([H:19])[H:20])[H:18]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:16](=[C:17]([H:19])[H:20])[H:18])[H:9])[H:8])([H:6])[H:7],4.6024
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17]([H:19])[H:20])[H:18]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:16](=[C:17]([H:19])[H:20])[H:18])[H:8])([H:6])[H:7],10.6274
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17][C:18]([H:21])([H:22])[H:23])([H:19])[H:20]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:17](=[C:16]([H:19])[H:20])[C:18]([H:21])([H:22])[H:23])[H:9])[H:8])([H:6])[H:7],3.72376
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[C:16](=[C:17][C:18]([H:21])([H:22])[H:23])([H:19])[H:20]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[C:17](=[C:16]([H:19])[H:20])[C:18]([H:21])([H:22])[H:23])[H:8])([H:6])[H:7],9.70688
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[c:16]1[c:17]([H:22])[c:18]([H:23])[c:19]([H:24])[c:20]([H:25])[c:21]1[H:26]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[c:16]1[c:17]([H:22])[c:18]([H:23])[c:19]([H:24])[c:20]([H:25])[c:21]1[H:26])[H:9])[H:8])([H:6])[H:7],-5.35552
[C:0](=[C:1]([C:2](=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])[H:9])[H:8])([H:6])[H:7].[c:16]1[c:17]([H:22])[c:18]([H:23])[c:19]([H:24])[c:20]([H:25])[c:21]1[H:26]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[H:15])([H:9])[c:16]1[c:17]([H:22])[c:18]([H:23])[c:19]([H:24])[c:20]([H:25])[c:21]1[H:26])[H:8])([H:6])[H:7],0.6276
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([H:20])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22])[H:9])([H:7])[H:8],18.8698
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([H:20])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22])[H:9])([H:7])[H:8],31.0871
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:19]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22])[H:9])([H:7])[H:8],16.485
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:19]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22])[H:9])([H:7])[H:8],28.7022
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([C:21]([H:26])([H:27])[H:28])[H:25])([H:22])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:22])([H:23])[H:24])([C:21]([H:26])([H:27])[H:28])[H:25])[H:9])([H:7])[H:8],11.506
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([C:21]([H:26])([H:27])[H:28])[H:25])([H:22])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:22])([H:23])[H:24])([C:21]([H:26])([H:27])[H:28])[H:25])[H:9])([H:7])[H:8],23.6814
